SRR13825328	SRR6324886	SRR9118109
23S_2403f29174df	2	4	3
23S_1159a3d0d2fb	30	0	31
23S_256123e98711	4	0	40
16S_2990bf3e5ef9	3	0	0
23S_10306f908be0	69	0	50
23S_1040ee59ebaf	119	0	1916
23S_1450bbd421a3	21	0	1042
23S_24794452e889	69	4	236
23S_2270bc568d2a	303	60	109
23S_1118f60e136d	488	8	500
16S_260356ca9159	2206	17	438
23S_14176077311b	26	0	481
23S_261162191e18	133	28	270
23S_256393afa72d	2202	0	708
23S_115235c2037f	29	215	18885
16S_1252560a8907	49	5	19
23S_18131b9639c6	30321	0	703
23S_2983addb0ee2	3	0	249
16S_2177abc3d867	505	0	299
16S_2202c600a559	2006	0	10
23S_2499231ffb7a	2	0	0
23S_12095ca9fef5	294	20	16744
23S_18908df58952	1	0	27
16S_29210756b659	37921	1606	150212
16S_2976c90c611c	145	2	0
23S_196651e1b74f	6037	10	5903
23S_1732ccc8753c	2	0	11
23S_2044461103a4	875	27	1401
23S_24059acdc9cc	1	0	4
23S_2206f1a1fd28	12	0	0
23S_156466aad930	1	28	477
16S_26075581811c	7	0	13
23S_26916bf92af6	14	1	0
23S_2043b839f18a	703	0	670
23S_1184d1e55f81	203581	7	6558
23S_249418171653	33	0	2800
16S_21520991b092	21	0	0
23S_1522da02ac16	441	0	91
16S_2666495f8c4d	2	0	4
23S_1378c91ed82d	18	0	0
23S_2905f83453be	176	22	766
23S_2753599507ce	39	0	0
23S_15193a731e88	16	1	148
16S_2153b259b1b6	83	0	2
23S_106451876483	3	0	0
23S_1680ec76c591	306	25	884
16S_187234400f3b	44	0	2
23S_170891a2bcc8	29	0	31
16S_2378784a64a3	109	0	1
23S_12019650c303	2	0	0
23S_1947cb508339	474	0	3482
23S_25069068a6b5	4329	5	907
16S_27291664737b	2183	43	1010
23S_27050041ebbf	203349	2	3401
23S_1219912ea41b	4	0	11
23S_19928007b535	17	0	1
23S_1139da48d7f7	18	0	0
16S_1799c8288d08	150571	0	574
23S_20736b59213d	1	1	0
23S_24014a7e4de5	5	0	4
16S_2873f2005925	35	3	3
23S_1389bd11c915	63	0	0
16S_2258b6ba2937	5	0	626
23S_1005ba68e3c8	1	0	1202
23S_1316db39777f	360	219	24
23S_1375f285a4cc	1	3	212
23S_2058d5f06587	47	4	0
23S_18357fb7bada	1	0	0
23S_258267f2fb2b	1	0	0
23S_169010a9a6f3	2	0	1835
23S_13584c59ff88	28150	0	109
23S_174937c7682b	120	7	17
23S_195740b06705	35	2	802
16S_1641daabf5f5	48	0	41
16S_1448f20caa9e	29158	0	1450
16S_2381ef2db970	1	0	20
23S_1828eb691df3	2	0	1995
23S_29783d327ace	5	0	0
23S_2196d3b705f6	117	0	23
23S_27922ab03003	3680	507	13
23S_2324cbe0df45	319	392	285
23S_2665e9e912c1	25	7	0
23S_202754779868	19	0	237
23S_20258d765769	19	0	4
16S_21702ee0e11d	276	0	105
23S_16132cba9c4b	20749	0	597
23S_1813a5cb06e9	21257	0	0
23S_179882458801	4	0	2
16S_1447b4a82a54	9	0	60
23S_1179522f9d27	9	0	7
16S_2249fd6f3f4f	45	0	4342
23S_1571149ddc48	22	1	0
23S_29828c21c453	38880	2745	269531
23S_2190a808c4a0	73	0	1
23S_1674024d2293	3	0	0
16S_2287a9352edb	909	0	0
16S_2205a63ac71c	18	0	0
23S_2374bd917405	1	0	0
16S_1202ba4cbbf5	2310	2	400
23S_23590d76ee19	3	0	75
16S_268173cd4c6c	90	0	1506
16S_15535934fcdb	168	0	0
23S_1298e16b0414	35	1927	163177
23S_1867d814b516	68962	0	652
23S_1763e834f3e1	3	0	240
23S_15930cb4b99d	22	0	82
23S_162088a8e653	25	0	3375
23S_2221e1a75b41	673	3	1002
16S_267504e57fde	50	0	17
23S_168717f4f1dd	10	7	303
23S_2987e39c955a	110	2304	291782
23S_2756037b54d3	32	0	36
23S_1291703cc84e	255911	0	22
16S_2770e892a9f0	2	4	247
5S_210135daeee7	4	0	0
23S_2024691972d9	1	0	6
23S_2475fd1faf3f	16610	0	25022
23S_24254a8174d6	3	0	1
23S_2344c0dbaf80	5	0	0
23S_155438086002	7502	12	448
23S_12023dda1868	1	0	4
23S_1599838a404a	2	0	19
23S_1047cfdafc4c	123	0	2509
16S_1612e9aa3680	115506	13	144
16S_2314ecaa4f4e	3	0	0
23S_275072443d13	44	3815	674104
23S_1475173b70b0	10	0	14
23S_247107d61064	4402	0	143
16S_2315fb8c6d12	113	30	2220
23S_132834544ac4	3005	3280	258506
23S_2816535f57e2	548	0	64
16S_2742ac7bd523	172163	65	2253
23S_1570a3c4c64e	69	0	240
23S_2125300be2af	15	568	74736
23S_17301396baf6	485	0	211
16S_2349aaeda361	41264	9	4647
23S_1852f2f9394b	38	0	0
16S_2116814b3d06	44	0	7
23S_149581e6db67	16	0	4
23S_1415ed6d9587	7	0	66
23S_282586d12e78	201	0	9554
23S_16234c41c47a	28	0	523
23S_2319f6d2391d	1	0	1
23S_23053eb8a7f2	5875	0	1730
23S_1374a4666fe4	54	0	22
23S_2858f4d904fd	24	0	117
23S_2937b47f80a3	8848	0	26
16S_1795fd3094e5	2868	0	0
23S_2836da3163d7	41854	7	24
23S_1680b814bccd	10	0	0
23S_1601d1d56322	1783	32	137
23S_2855f7e46768	10	0	0
16S_2996802b6adb	12	0	11
23S_294816af5c85	2	2	658
23S_19203b5b872a	47	0	529
23S_228192966423	40	0	7249
16S_1202f8c77bfa	10	2	0
23S_222612307fe3	1	0	1
23S_2815f2aae7df	5	0	10268
23S_2389360475d3	26	0	0
23S_1698b9924123	1	28	477
23S_20055222c881	536	0	0
23S_270589428468	278	0	5386
16S_1318415d93a9	316	17	4
23S_2923adfd154c	1	0	11585
16S_102466528347	131	0	24
16S_29526fe1a30f	8	0	10
23S_17742d404a1c	24615	1	3
23S_1571f7f3ed18	17	0	6855
23S_1425e50d99ce	69	0	0
23S_196558d064fb	126107	0	6
23S_113950a9d27e	1837	3	337
23S_1532e632a17a	3	0	210
16S_24023df0c248	3	0	3
23S_1689d261aff5	90	13	638
5S_12186f732a4e	2	2	1
23S_18106b63d62a	16	0	887
23S_2778e3bbac3e	11	0	229
23S_15167d18afc9	2	0	5400
23S_2085bbef7e6c	1648	8	6057
23S_2152f920b9a0	75	11	0
23S_28528fcff491	7	0	66
16S_2521a1d1ffd5	11	2	0
16S_204485c2b825	2	18	0
16S_1840cf003aea	20494	0	1900
23S_1666f69815fc	65	0	0
16S_155218506668	30266	0	3577
23S_1614352406bf	78	0	3260
23S_1397929a9818	249	2797	434631
23S_19750deb35ea	220873	51	9738
23S_206868b1da6f	18	0	11
23S_1182caa2072f	122	0	2
23S_251235527e40	203581	7	6558
23S_11356d9b51b5	7093	0	10252
23S_2332fd018871	265	685	87242
16S_17770d540d2c	76670	0	635
23S_1304f2f2d7ba	18	0	5
16S_29821074fd04	283017	0	21
23S_1938f890039f	9	0	10
16S_1514bd586959	7	1	664
23S_293767601684	1	0	0
23S_23627ea4d8b1	3	0	0
23S_2149096b5576	6542	2	8
16S_2721dfb35778	16	0	1
23S_173625d20e98	201	0	3
23S_150185df2684	2	2	0
23S_21523a5db00b	98	15	1
16S_15182eb0eeb8	14	0	0
23S_1511a1594fb8	17	1799	332970
16S_2966ab3b2b97	9930	0	235
23S_2969cb6a2796	2	0	663
23S_1005bb20ac71	12	0	0
16S_1529c72ba5ee	58	1145	78880
16S_2604bd40d9df	1547	15	418
16S_2152f4d46ffc	2765	0	4980
23S_1232aa7c2583	172	21	763
16S_282966389d43	3	0	206
23S_2081aa28c222	749	0	3
23S_175112c021fe	70	0	54
23S_14783d026484	144	0	4567
16S_1079c63c02ba	307	0	7
16S_103780131b50	232545	0	10
23S_1824a7377568	15	0	15571
23S_2689403ff094	2	0	0
23S_10751a92cb75	2	0	0
23S_1786f43759fe	13	0	185
16S_13879166185c	27	0	1
23S_248659a9392b	14568	0	6860
23S_2856d9ae27db	2225	8	10674
16S_2142ae754fc0	27	0	1
23S_2470febcc839	47	0	4134
16S_1884cbf6e4cf	5	0	0
16S_12083c0d3aa5	47	0	1
23S_287882bc6b12	116	0	46941
23S_1013e7d88746	2026	0	6302
16S_2593a7cdc0d4	51	0	2282
16S_1795548dd458	10	15	2
23S_1070d9332286	112	6	19
23S_2044bb129c35	53	0	0
16S_1154cc78dbc5	2	21	1
23S_1502aef25b82	15	0	24
23S_28362814fbfc	3609	1090	99154
23S_2425e9b76645	1	0	4
23S_1135d8b9bf80	29	1564	243046
16S_2347cf682247	29158	0	1450
23S_2727bd34bd38	20	0	249
16S_115054f3b733	37790	5	4397
23S_276247514531	16	0	0
23S_2890ef2d0bef	1	0	26
23S_192472d64a84	14	0	703
16S_173810d3db19	2	0	0
16S_10148cf6e332	81	0	42
23S_2979a1d54ce5	14	8	5
23S_1437e0e4c624	3	0	0
16S_1508653cdcac	3	0	0
23S_1588f4db6361	36165	95	2856
16S_22804c8a7434	3303	1611	136759
23S_1105ba67054a	25	0	40
23S_1333a8b3cec6	21	0	12
16S_1133c28afd2c	13	2	0
23S_1284c00d0c24	1426	0	2642
16S_1265e6fb94fe	930	0	5239
23S_2439b8e8080c	18	0	246
16S_29541c02074c	6408	44	454
16S_14258ca8f4f2	14	0	0
16S_194153819c00	34	0	0
16S_1525e63d7a39	3	0	0
16S_16462d87ab9c	564998	2898	352576
16S_22351f453b14	98938	2	6
23S_2567975ef5b7	167	0	1
16S_2448289eaae2	12515	0	1863
23S_1288fd5bc6ef	693	60	195
16S_1619a65922fb	1	0	0
23S_24837346c531	723	0	430
23S_145128ba93aa	1311	0	0
23S_210341fd12c7	47	2	23
16S_25519b13df56	5685	0	0
23S_2550d350edda	32836	880	66994
23S_2087a250d655	94	43	1885
16S_2941ff44b1bb	11	0	358
16S_26684a7f3629	120	5	961
23S_1509fa44b692	10	0	368
23S_21646e973ef5	1	0	40
16S_17490f854ec6	9	0	5
23S_1430041ce100	3	0	0
23S_2867b680a153	1	0	5
23S_1452865865d0	24	0	36
16S_2347d33536e4	641	171	135
23S_1621dfe0dd74	2	0	0
23S_200607b7152f	119	20	28
23S_12528e62e808	43	0	1142
23S_1412a3a45a31	38	0	6860
23S_2332922d9043	3869	4	87
23S_132673d63c33	151	0	2
23S_2242c3f6fc75	97	4	403
16S_29616dd046d0	17	5	1579
23S_27805e3dc3eb	7	0	200
23S_2428e829714f	1428	0	299
23S_2017e8607582	868	0	9
23S_12078c6bdcbb	111024	0	778
23S_1239532769d4	119	20	28
16S_10622467d523	8	2	0
5S_150975afd62d	15	0	0
23S_17998bfb993a	4586	15	822
23S_2717eceec79d	42	0	4
16S_16207abd407c	6	0	0
23S_1205b67c3147	82371	595	86671
23S_25100b2c795d	1	0	0
16S_2401f320a19e	5	0	0
23S_2484754d26bc	188150	10	1960
23S_1744e7a52f31	2	0	0
23S_26548f8cf829	57429	29	1570
16S_2110824a9d95	2104	2	6
16S_2751300d7637	330	0	358
23S_2571e4460469	3	0	2
23S_2778b274113e	6	0	7
23S_294856558b93	17179	1811	175411
23S_2890924ae5d1	86155	5093	458253
23S_109089e2d9c3	17	0	0
16S_2884bfd6f081	7	0	22
23S_1005bd12ccf9	1	0	31
23S_1349ef0fa4ee	146	1970	151142
16S_16541b0ec124	168	0	0
23S_16967e4eea70	24663	0	264
23S_2163d6263f1f	133	0	14
23S_125804d52953	68973	0	9200
16S_249183a2d284	403	0	0
23S_1211e01c3fd3	5	0	12
16S_1155954f28b1	607097	2937	363364
23S_2047ce40acd8	3626	0	5968
16S_2299d40ce8e0	50	0	3112
23S_19026bcd9cbf	56	0	21
23S_268487568f40	16	0	213
23S_1092f63ee557	272	22	928
23S_26344a567dbe	249	0	62
23S_1947ebfd67b9	2	0	0
23S_2878ae143b7c	1	0	0
23S_2949f6308547	340	0	1
23S_298929eff86c	50	0	337
23S_2366b0dc324e	15	594	74318
23S_2233b694f259	8	0	1
16S_2638e43ac95b	266	0	641
23S_10804dbed996	12	0	1
23S_296733e05fd2	47	8	0
23S_1837e77bd79c	24663	0	264
16S_2335c57a4e11	4	3	0
23S_159289ea5424	24	0	36
23S_18298bbf6bc7	2	0	1
16S_258883f377a1	1	0	8
23S_1783e52b1dad	1	0	0
16S_2866ae6846af	107	0	0
16S_278177679252	30	0	0
23S_18782dfcfafd	1	0	0
23S_17288a182cdb	18476	1867	111954
23S_21612b66159c	117	0	23
23S_156575c966d3	18	0	0
23S_239701b1ebc0	1	0	0
16S_2773298e21da	718	4	21
23S_26173abb95cc	32	0	35
16S_1739bc775c61	87395	424	1849
23S_26874bf9f170	736	23	100
16S_2579b4e11797	366	0	9
23S_2740889836d1	86519	0	457
23S_236606bb0eda	89	0	1689
16S_286511953241	45326	11	3264
23S_2264c42ed7bf	2	0	0
23S_15711c69beb8	5	0	57
16S_23723398d3d6	12168	1278	125341
16S_2331b61ea109	35481	17	847
16S_1806b9c424e4	146	13	1134
16S_186516d5efbb	145	0	7
23S_16989e5b07c1	34092	0	12
23S_2449dfc9343c	5038	926	131186
23S_2138d54b911d	23	6	870
16S_2862c6aacd77	284801	0	7003
23S_26606e4ccbbd	46681	1371	135601
16S_2122bd66d575	1591	0	158
23S_2673124544f3	4	0	3
23S_2103dc0d1feb	17766	0	460
16S_18556d986c1b	32	0	0
23S_16308d222af8	5167	0	89
23S_21893236f3e7	59	5	1
16S_239899bf0817	222649	1	7
23S_1042970e9757	31	0	10
23S_11189f0628ed	1913	4	1151
16S_191543ad6a39	96	30	1779
23S_10362fd26d71	286350	4380	574950
16S_2149ff47d039	1	0	0
23S_2057a6fc0a65	21	0	5048
23S_12428a4a1a83	215601	3677	469931
23S_27895d67df33	2	0	8
23S_1073ec8e823a	1837	0	2733
23S_2769a12bec9d	1	0	0
23S_191021960675	3912	0	54
16S_1052827d783e	2	0	10
23S_1277deb7ea38	18	0	0
23S_1456b2827de7	101268	1	563
16S_296460f67902	42777	0	584
23S_105993ac62fa	3620	3412	329667
23S_2065ad1e00c6	2	289	0
5S_25751c80dc10	4	0	21
23S_2528b82cc719	33	0	6892
5S_1803eabf26f6	36	0	43
23S_200923b13c2c	258	738	2
23S_28872d738ddd	1361	9	1636
23S_119094af73c1	2	3	1206
23S_12384239a660	139	25	376
23S_225156cd44cb	255	176	22
23S_1875c167404f	80669	5	3546
23S_2892c096c526	312	13	221
23S_2940525fc3e6	54	2820	280386
23S_215320e3650a	38	0	5090
23S_1952bc2f047e	49	0	11
23S_15727b1df5aa	6	0	1
23S_1780551ff14e	848	0	9
23S_2681f8aa69f4	2	0	0
16S_23523afe381d	42	0	4084
16S_11659bb26201	18	0	39
23S_2164c2c1e79c	158525	23	19624
16S_1716f92a71a5	98	45	167
23S_26665cea5265	67	2	32
23S_161772e52ad4	1	2	4196
23S_2821ccb46f48	6	0	1
16S_2194b695ff73	117814	0	1335
23S_216113a148ca	14711	7	764
16S_1918c4ca6fde	27	0	0
23S_265965ed5599	117	0	67
23S_2161cfd8c833	2	0	212
16S_10347f6669dd	170	4722	240086
23S_11178bbfecf5	16	1853	134854
16S_1225948abaa9	1	5	0
23S_227624828bd2	5287	0	1875
23S_2587a9e482da	2347	5	155
23S_2059ca258e32	2	0	0
23S_2609b2cf74e6	3	0	796
23S_24642b2838fe	2	0	0
16S_22323dbfa49d	45326	11	3264
23S_2425d83f900a	344	17	3190
23S_1476c94c6885	187752	0	9478
23S_1533f3b4a9a5	862	9	1766
23S_13403832b026	31	16	9
23S_2640db8c543b	50	0	16
23S_27005ca92739	3045	5	582
23S_29999c1c4df2	5	0	0
16S_27987e2b86eb	39	4	450
23S_1539b340d547	18	0	29
23S_155737eef38f	18221	10	3903
23S_2790bc685f7b	18	0	0
16S_2422abf597d6	2	0	0
23S_1201cf4b00a7	23271	2	2704
23S_27423448c8d3	9734	1457	104258
23S_22067de8bc94	4610	0	13
23S_1007f3a79127	32	17	297
23S_209031089981	115	2	3
16S_223544936e99	51023	2348	352549
23S_14344fc8d540	104	0	0
16S_1271cb74a89a	2935	33	1549
5S_1078a6fe2cd6	3	0	18
23S_2511f33c9f6f	4133	0	5292
5S_1177c338d942	68	0	116
23S_1251e353a191	2	0	0
23S_21027d85f96d	16	0	1
23S_1617510b9cbf	1	0	10339
23S_22231c86592f	1075	0	199
16S_1457627fc0e9	5	0	0
23S_288234a5a7e8	87	23	1
23S_1194bb557f6a	1	0	0
23S_1285124ef7d0	6	0	31
23S_21347c82d6ab	211771	0	13
23S_2218b3529b62	3	0	1
16S_14179824b5c8	23	0	0
16S_1872619c3074	14297	41	1227
23S_2444851e867f	1	0	1
23S_23124487946e	912	0	196
23S_24231c1be744	15	0	36
23S_2192d32166af	200	0	2
23S_23729ca15803	5	0	209
23S_26528b8e3e9e	4	13	39
16S_2205c3763cf5	2	2	675
16S_1000c1423114	3	0	2
16S_2119af7e64ae	233	0	56
23S_223318f4372c	290226	1464	12299
23S_26310c8c6c12	3	0	314
23S_1526647a20fd	13	5	0
23S_1421327c9944	186	0	198
16S_2583061c814b	13	124	8579
16S_196999115128	11	0	760
23S_21132068abaa	57511	29	1556
23S_1640aeaa80b8	328	6	17
16S_26098b257330	20879	0	1592
23S_2819b5926a2d	2589	33	5
23S_26281fb7384c	847	9	1412
23S_1578c5071f7e	1849	0	67
23S_24170d8c7c02	4072	0	78
16S_24255cf275e7	23	0	129
23S_1519aec6b8bc	7	0	66
23S_1246515269a3	8	9	2
23S_2334fe22eca5	57	12	10
23S_2782332cf44e	69	0	38
23S_19886e47b74c	23807	6	482
16S_146096522875	801	1762	165428
23S_28468048a35d	7	0	5
23S_2792187e38fc	5264	0	0
23S_2542a2b8a36b	239821	41	17952
23S_296641f91444	314	0	0
16S_2738c28360ad	2	0	0
23S_2883627f3d6f	260	5	585
23S_222035daab7b	1225	8	777
16S_157600493291	5	0	509
23S_2320c162fcf9	7	0	66
23S_2973a2d4a56a	87028	646	87718
23S_23181325c5e0	241	0	25
16S_1962354e996c	6	0	0
16S_2712ebe0e65b	11	2	0
23S_1776f867d3b1	5	2057	190731
23S_128916b23f6d	1	8	0
23S_13534b4167d8	2	0	17
16S_16014854efca	174	38	23
23S_2631d64861c0	142	0	218
23S_2188724f993f	1	0	0
23S_13749d377275	65	0	1
23S_166463fcd760	91	0	1524
23S_2738e479b36b	2	0	1
23S_299128c27dca	4	0	0
23S_16944c486263	57	0	11
23S_17052cdd6acb	173423	0	52
16S_228778141347	13	0	2441
23S_18801f5674c8	3	0	1
16S_26793eeb4036	1	0	1651
23S_2440f579dcad	9	1082	108088
23S_1214fb1b1d1e	3	0	0
16S_12328e95a47c	28	0	0
23S_25989297391d	65	0	0
16S_2598578bc5b3	3	0	0
23S_2512367be0c1	24	0	58
16S_271199ac6b84	42	0	3689
16S_20053220f781	51579	0	22
23S_1384a4849a36	1	0	63
16S_1334713eb0cc	15	0	4
23S_1940ae5e87bd	39	0	25
16S_11301940d2f7	2	5	1434
23S_26743abce82f	310	14	7
16S_28323e1a7478	15	3	3
23S_29070878a2e4	3	0	2
16S_254888cacf5f	42	0	4084
23S_196313fdf89c	1	0	0
23S_1001a42fff22	26	0	2677
23S_15519037eb06	195458	474	2
16S_22811e7b8e45	12	0	1
23S_18823665ce34	2	0	0
23S_171879d5e77c	344	0	748
16S_1792648b71af	12	0	2
23S_2056f7744c99	736	23	100
23S_1017218cf223	164	0	38
16S_22643ed8f863	36747	0	1179
16S_26756641669d	8	0	151
23S_216704518957	29	0	25
23S_1643e2df5f65	15	0	2337
23S_1408c6023d99	135	0	100
23S_1604843d86d3	35	4	1637
16S_1141f5c0dd39	4	0	0
23S_2198e044792b	45	0	234
16S_258478538f63	8	0	1
16S_2447075f5061	882	388	398
23S_23601daaca77	2092	0	3002
23S_1301c05707dd	4938	935	133490
16S_27347bd532c5	42370	0	75
23S_181198652c59	22	0	0
23S_24894983ddac	23	7	2
16S_27089d6df87d	1	0	0
23S_2518c1744a99	4464	0	2567
23S_2722587b1d62	32	14	45
16S_23239af2a5a9	11955	0	32
16S_2545c43a1023	1	0	0
23S_261999e7e0a9	40860	0	18411
23S_254665f04287	4451	1785	162262
23S_1514550eb02d	1494	0	51
23S_28646ab07291	1	0	732
23S_2386126ddae4	1949	25	221
23S_2356e57d9016	5	0	1009
16S_294089976de7	209320	4675	309084
23S_29925c7d6415	1	0	24
23S_1869b9862e27	2178	8	10606
23S_271569c958ff	156870	0	12471
23S_1286e12be005	65	0	212
23S_1008c61f18c2	4982	4110	479481
16S_2385c819101e	13	0	0
16S_19471265d292	1	0	0
16S_14211f943c4f	5	0	1098
23S_26322a7f0fd2	52715	1076	120614
23S_21421e218bee	1	0	238
23S_23579b2a32ac	24	0	108
23S_28567f16e781	2	0	8
23S_19319effc984	3	2	0
23S_2206489443b4	13	0	209
23S_1946ee383087	3	0	125
23S_196505aaed95	23812	0	1436
23S_1784addf1c08	25	74	3
23S_18355e3ad694	276	0	1795
16S_20551cf0d242	1320	0	0
16S_1372ab21dd38	3	0	0
23S_281581d9a49c	45	0	3
23S_2712055e4993	27	0	1
16S_2559f963e2b9	10249	31	252
23S_1748f620fb8f	23	0	12
23S_1910e7927f5e	5	0	4
16S_1958e7e9199c	3	0	10
23S_214034dc24b0	19033	0	1137
23S_29829a003651	30	0	0
16S_19061056fbd6	1733	1893	132383
23S_124850495b46	25483	0	399
16S_19173e12d16d	1	0	3
23S_19292e85abe0	10	0	14
16S_2642889a57fb	7	2	0
16S_22897af196c1	154	0	12
23S_17366e43228c	151	0	1613
23S_28878e311331	29811	1	490
16S_1682c8cf1735	68	0	0
16S_2637ba2327cb	9	0	7
16S_101317dc9c7a	1	2	1167
23S_2823d560852e	1	14	2
16S_1226672b7059	9	0	5
23S_1931f3cf8ddb	30	0	0
16S_2915f9ffa882	1	0	1
16S_1544a5eb112c	1	0	0
16S_17760171da56	1	0	1038
23S_26797ec61905	4	0	0
23S_14638f9f493c	3	0	8
23S_19764dcec545	268	0	1278
23S_2364cba9d4d8	1	10	1477
23S_2749ece861c7	65	0	0
23S_274107dbb65e	38	0	21
16S_112001c05de2	89	0	1621
23S_1740963a918e	22	0	5099
16S_1903566f736f	387	1	189
23S_25909c46d5f6	29832	0	1277
23S_1212cc0a2af3	4	0	209
23S_2204d4450d92	95	2	865
16S_17482b700992	9311	2110	162373
16S_25892be2aeb2	444	2011	160658
16S_13599bb4927f	192151	3	7767
16S_17442a1d05e7	223440	1	7
23S_1265cd154872	1316	7	2606
23S_1628e5c44b02	188773	3774	228478
16S_1000b8c2cbf9	1	0	1
23S_26258ac0c1d8	2	0	3185
23S_22108dbe5c08	16	297	1
23S_1286b38b5638	19	0	1
23S_2686d6429ced	485	6	17
16S_224867be71fb	107	30	2146
16S_2577c768cdf9	1579	0	171
23S_14582227cbc9	16	0	28
23S_1812eed55c0d	71	0	0
23S_2311500312a3	2477	7	453
23S_228470340502	3	0	0
16S_1359d7827b76	363187	6	4061
5S_248491989c9d	1	4	3388
16S_28342b037512	209320	4675	309084
23S_19949bd6d25e	59	0	21
23S_261835728ba3	8	0	34
16S_268321a314d4	343	426	88
23S_20079edc3630	35	0	21
23S_23851ce7cafa	75	5	565
23S_2767e345129d	22	1	0
23S_2865ce42fa60	1	0	1
16S_1989eb751029	51532	0	558
16S_1917cb61573b	200	30	345
23S_1214562fe956	52	2	145
16S_28727d3d4389	1	0	5
23S_12346d6e8fed	39	1	0
16S_17845f5c35c2	214891	292	1522
23S_162583b87e07	2	0	0
23S_138331d29834	3	0	3130
23S_2454a4d57d24	6	0	6
23S_15140fabb196	36165	95	2856
23S_2010c6253215	16	1853	134854
16S_24754aaade2c	10	0	0
23S_24768b8c9126	205	0	0
23S_1772b94e8eb0	29	0	1704
16S_1182b5be7d57	2898	0	1530
23S_11155c05dcd6	567	0	32
16S_118719c7b559	180992	74	1865
23S_19614d8e7360	153	0	902
16S_1415e52ef059	2	0	0
16S_2467e04e1e88	1591	0	158
23S_20769d2da0a7	2602	0	4189
23S_1244054e3dbf	4	0	5
16S_2302fb1aecbf	1001	0	0
23S_2965af6b057b	66	0	488
16S_1019a97392e4	26	0	4
23S_1026fb2074c2	35178	6	12033
23S_20488e057f20	7	0	0
23S_1987ccc1374a	1	0	35
16S_10121141db12	10	0	0
23S_26012325415d	35	1	518
23S_10396b8504e8	17	0	6855
23S_161715d4c589	8	0	1
16S_2570f9dbc524	14739	0	8
23S_19245bbf335d	31562	1	1066
23S_2070c6693c3b	32	13	44
16S_1281b2f56296	3	0	0
23S_1692aa3b907d	1848	4	112
16S_185090de26b4	1073	0	164
23S_12569cbce1a0	46276	0	1152
23S_28822e7a27e6	1	28	477
16S_221619d19696	9	0	0
23S_130620e67fb5	1	0	32
16S_1196e78b707a	12197	1363	109001
23S_237213b9701b	8848	0	26
16S_21015cf07472	39628	0	177
23S_2131483d35fa	11	0	229
23S_22204526834c	244	7	3405
16S_2420783739c1	12	0	8
16S_2622f1cdedd5	30468	0	1401
16S_2953a91af943	4	0	418
23S_2290ccb6a22c	6339	0	5210
23S_2744d1a52fe8	30	0	1204
23S_2925efd26f44	16477	0	74
23S_2843f14756b8	650	0	666
23S_2240312aa631	1695	0	5649
23S_29420f1b6d41	4513	4	784
23S_1286b9641e17	1585	0	86
23S_1407285fdf2b	104724	0	0
23S_1493aed67cc7	1	0	0
23S_14972cbce567	3	0	0
23S_107708d0dd30	177	0	34
23S_1116fb3f4724	46743	21	7911
16S_2748c5cfea17	1694585	5624	471873
23S_205059e7d15d	253854	0	4650
16S_1582ddcaf371	1	2	1167
23S_259542381be9	25	0	90
23S_28004b80ffb1	15	0	0
23S_2770cd9d229b	3	0	2
23S_27650e8031e9	38	5	5
23S_1017ba26c17e	53295	0	1
23S_154731fc11f0	354	2	484
23S_2558bfba66c7	38	13	44
23S_1805f5ca347e	2	0	0
16S_29936183789f	29	0	205
23S_196213c82297	2	16	18
16S_2736b61fd49f	251	0	24
23S_1236a96e5fdb	4495	0	1434
23S_2307f10a6997	5	0	499
16S_23836fd0b245	1	0	0
23S_29547c793a19	40	0	10
23S_15883f89e7b6	48	0	15594
16S_258796653dd8	9	0	2
23S_132614f17381	3	0	0
23S_18632e80395f	26	0	17
23S_26506a42bcd7	11170	4308	275607
16S_2385d195f2af	2	0	1472
23S_2871f508f938	5204	2369	129399
16S_1964d4ebfd71	111	0	0
23S_1092a3021eb7	3	0	314
23S_153985ff4822	47	33	739
23S_248545895f2c	1	0	3336
16S_1111ddb289b7	30468	0	1401
23S_256529ec3cd9	220	45	1
16S_26443f53c629	35	3	3
23S_17051013f8e3	81799	14	1105
16S_11435fcfc137	11	0	797
23S_196903c012b9	122	0	77
16S_261247b5220c	382	0	0
16S_191014a19269	268	0	4520
16S_1686f032bbe7	26	0	17
23S_19992b7720ec	1268	0	133
16S_14183e7f8958	16	0	4
23S_2414636b8506	7	0	229
23S_149517735c85	1	0	0
23S_18655d4ca9de	40507	0	1062
23S_2039a0cab512	4599	0	5637
16S_2835b23f9d40	580	0	168
23S_25763fb52a8e	9	0	307
23S_1123f8d4f792	360	219	24
23S_26295bab454e	25	0	19697
16S_18758c693557	8	1155	103508
23S_1491d3b221be	1858	3	126
16S_2389a096170f	9946	52	2198
23S_2610d0f1d62b	1	0	40
16S_1330668b2612	46828	95	249
16S_1426a00b6127	396	5	61
23S_2119210066f1	542	0	4
23S_2298b71db88f	68	0	49
23S_2035f3cde9f0	10	0	1
23S_173633d938fe	19	0	237
23S_1768ab409369	158525	23	19624
16S_129208688c2f	1	0	0
23S_20566ed91af7	42	4	29
23S_1085fcd052cc	265420	11	3581
16S_2435a75b53d0	84	4	426
23S_168233b925f0	14	1	0
23S_16719ac0a971	4137	0	1282
23S_14990a542827	43	0	6761
23S_2718a61eaadf	57	0	1
23S_2897fe7aa2a1	515	1	2
